Project ID with serial,Module,Variable name,Unit,Numeric value,Non-numeric value
foundation_validation_ge15,ErectionCost,management_crews_cost: Crew type ID - Operation - Crew name - Labor type ID - Number of workers - Hourly rate USD per hour - Per diem USD per day - Notes/References - Hourly rate for all workers - Per diem all workers - per_diem_costs - hourly_costs - crew_level_total_costs,,,"Management - Management - project size - Office admin - 1.0 - 44.56249999999999 - 149 - (35% burden) https://www.salary.com/tools/salary-calculator/administrative-assistant-ii-hourly ; 25% for work on a ladder or a scaffold, in a crawl space, in a congested area or remote from the material storage point; plus 20% for demanding specs, rigid inspec-tions, unreliable suppliers. - 44.56249999999999 - 149.0 - 22846.17 - 77422.88749999998 - 100269.05749999998"
foundation_validation_ge15,ErectionCost,management_crews_cost: Crew type ID - Operation - Crew name - Labor type ID - Number of workers - Hourly rate USD per hour - Per diem USD per day - Notes/References - Hourly rate for all workers - Per diem all workers - per_diem_costs - hourly_costs - crew_level_total_costs,,,"Management - Management - rate construction - Tool room - 1.0 - 85.84 - 149 - 2017 National Construction Estimator:  Page 307  ; 25% for work on a ladder or a scaffold, in a crawl space, in a congested area or remote from the material storage point; plus 20% for demanding specs, rigid inspec-tions, unreliable suppliers. - 85.84 - 149.0 - 22846.17 - 149138.416 - 171984.586"
foundation_validation_ge15,ErectionCost,management_crews_cost: Crew type ID - Operation - Crew name - Labor type ID - Number of workers - Hourly rate USD per hour - Per diem USD per day - Notes/References - Hourly rate for all workers - Per diem all workers - per_diem_costs - hourly_costs - crew_level_total_costs,,,"Management - Management - rate construction - Electrician - 2.0 - 85.84 - 149 - 2017 National Construction Estimator:  Page 307  ; 25% for work on a ladder or a scaffold, in a crawl space, in a congested area or remote from the material storage point; plus 20% for demanding specs, rigid inspec-tions, unreliable suppliers. - 171.68 - 298.0 - 45692.34 - 298276.832 - 343969.172"
foundation_validation_ge15,ErectionCost,management_crews_cost: Crew type ID - Operation - Crew name - Labor type ID - Number of workers - Hourly rate USD per hour - Per diem USD per day - Notes/References - Hourly rate for all workers - Per diem all workers - per_diem_costs - hourly_costs - crew_level_total_costs,,,"Mechanical completion - Mechanical completion - Electrician - 1.0 - 85.84 - 149 - 2017 National Construction Estimator:  Page 307  ; 25% for work on a ladder or a scaffold, in a crawl space, in a congested area or remote from the material storage point; plus 20% for demanding specs, rigid inspec-tions, unreliable suppliers. - 85.84 - 149.0 - 22846.17 - 149138.416 - 171984.586"
foundation_validation_ge15,ErectionCost,management_crews_cost: Crew type ID - Operation - Crew name - Labor type ID - Number of workers - Hourly rate USD per hour - Per diem USD per day - Notes/References - Hourly rate for all workers - Per diem all workers - per_diem_costs - hourly_costs - crew_level_total_costs,,,"Mechanical completion - Mechanical completion - QC/QA tech - 2.0 - 87.125 - 149 - (50% burden for QC/QC Manager) https://www.ziprecruiter.com/Salaries/How-Much-Does-a-Construction-Quality-Control-Manager-Make-an-Hour ; 25% for work on a ladder or a scaffold, in a crawl space, in a congested area or remote from the material storage point; plus 20% for demanding specs, rigid inspec-tions, unreliable suppliers. - 174.25 - 298.0 - 45692.34 - 302741.94999999995 - 348434.2899999999"
foundation_validation_ge15,ErectionCost,number of hours in weather window,hours,2700,
foundation_validation_ge15,ErectionCost,time_weighted_weather_multiplier,none,1.336571471469634,
foundation_validation_ge15,ErectionCost,erection_construction_months,months,5.111,
foundation_validation_ge15,ErectionCost,labor_cost_management,usd,2390723.8315,
foundation_validation_ge15,ErectionCost,labor_cost_non_management,usd,2743929.971738275,
foundation_validation_ge15,ErectionCost,labor_cost_total,usd,5134653.8032382745,
foundation_validation_ge15,ManagementCost,insurance_usd,usd,191048.20914839781,
foundation_validation_ge15,ManagementCost,construction_permitting_usd,usd,410281.38499771233,
foundation_validation_ge15,ManagementCost,bonding_usd,usd,341157.5163364247,
foundation_validation_ge15,ManagementCost,project_management_usd,usd,1887763.4920373403,
foundation_validation_ge15,ManagementCost,markup_contingency_usd,usd,4441870.862700248,
foundation_validation_ge15,ManagementCost,engineering_usd,usd,2071325.0,
foundation_validation_ge15,ManagementCost,site_facility_usd,usd,1306748.35,
foundation_validation_clipper25,FoundationCost,wind_multiplier,,1.0,
foundation_validation_clipper25,FoundationCost,F_dead,kN,3013.5596521739135,
foundation_validation_clipper25,FoundationCost,F_horiz,kN,863.5977357102074,
foundation_validation_clipper25,FoundationCost,M_tot_kN,kN_m,80720.0,
foundation_validation_clipper25,FoundationCost,Radius_o,m,8.618336311794335,
foundation_validation_clipper25,FoundationCost,Radius_g,m,0.0,
foundation_validation_clipper25,FoundationCost,Radius_b,m,8.63464199622059,
foundation_validation_clipper25,FoundationCost,Radius,m,8.63464199622059,
foundation_validation_clipper25,FoundationCost,foundation_volume_concrete_m3_per_turbine,m^3,257.1821866415812,
foundation_validation_clipper25,FoundationCost,steel_mass_short_ton_per_turbine,short_ton,29.28790741474327,
foundation_validation_clipper25,FoundationCost,foundation_volume_concrete_m3_per_turbine,m^3,257.1821866415812,
foundation_validation_clipper25,FoundationCost,operation_data: Operation ID-Number of days-Number of crews-Number of workers,,,Rebar installation-1406-16.0-1.0
foundation_validation_clipper25,FoundationCost,operation_data: Operation ID-Number of days-Number of crews-Number of workers,,,Concrete placement-100-2.0-3.0
foundation_validation_clipper25,FoundationCost,operation_data: Operation ID-Number of days-Number of crews-Number of workers,,,Excavation-51-1.0-nan
foundation_validation_clipper25,FoundationCost,operation_data: Operation ID-Number of days-Number of crews-Number of workers,,,Backfill-31-1.0-1.0
foundation_validation_clipper25,FoundationCost,material_needs_per_turbine: Material type ID-Quantity of material,ton (short),,0-Steel - rebar-2.93e+01
foundation_validation_clipper25,FoundationCost,material_needs_per_turbine: Material type ID-Quantity of material,cubic yards,,1-Concrete 5000 psi-3.31e+02
foundation_validation_clipper25,FoundationCost,material_needs_per_turbine: Material type ID-Quantity of material,cubic_yards,,2-Excavated dirt-8.37e+02
foundation_validation_clipper25,FoundationCost,material_needs_per_turbine: Material type ID-Quantity of material,cubic_yards,,3-Backfill-8.37e+02
foundation_validation_clipper25,FoundationCost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,259718.37475943,Equipment rental <--> Foundation <--> 259719
foundation_validation_clipper25,FoundationCost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,3249182.4452910405,Labor <--> Foundation <--> 3249183
foundation_validation_clipper25,FoundationCost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,4751367.421252489,Materials <--> Foundation <--> 4751368
foundation_validation_clipper25,FoundationCost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,826026.824130296,Mobilization <--> Foundation <--> 826027
foundation_validation_clipper25,SitePreparationCost,Total road volume,m^3,40687.200000000004,
foundation_validation_clipper25,SitePreparationCost,Depth to subgrade,m,0.1,
foundation_validation_clipper25,SitePreparationCost,Crane path width,ft,13.7,
foundation_validation_clipper25,SitePreparationCost,Road length,m,27656.0,
foundation_validation_clipper25,SitePreparationCost,Road width,m,6.0,
foundation_validation_clipper25,SitePreparationCost,Road thickness,m,0.2,
foundation_validation_clipper25,SitePreparationCost,Material volume,cubic yards,73971.3843036,
foundation_validation_clipper25,SitePreparationCost,Topsoil volume,cubic yards,49556.55132399999,
foundation_validation_clipper25,SitePreparationCost,Embankment volume crane,cubic yards,49556.55132399999,
foundation_validation_clipper25,SitePreparationCost,Embankment volume road,cubic yards,43407.198240000005,
foundation_validation_clipper25,SitePreparationCost,Rough grading area,ft^2,17.861185104,
foundation_validation_clipper25,SitePreparationCost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,589182.075978174,Materials <--> Roads <--> 589183
foundation_validation_clipper25,SitePreparationCost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,309889.12395022844,Equipment rental <--> Roads <--> 309890
foundation_validation_clipper25,SitePreparationCost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,518182.73194132163,Labor <--> Roads <--> 518183
foundation_validation_clipper25,SitePreparationCost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,907100.9280000001,Other <--> Roads <--> 907101
foundation_validation_clipper25,SitePreparationCost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,61711.62152954118,Mobilization <--> Roads <--> 61712
foundation_validation_clipper25,SubstationCost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,4859182.072082901,Other <--> Substation <--> 4859183
foundation_validation_clipper25,GridConnectionCost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,4084775.152898776,Other <--> Transmission and Distribution <--> 4084776
foundation_validation_clipper25,Collection Cost,Total Number of Turbines,,60.0,
foundation_validation_clipper25,Collection Cost,Total trench length,km,53.42865922853802,
foundation_validation_clipper25,Collection Cost,Total cable length,km,53.42865922853802,
foundation_validation_clipper25,Collection Cost,Number of Turbines Per String in Full String,,23.0,
foundation_validation_clipper25,Collection Cost,Number of Full Strings,,2.0,
foundation_validation_clipper25,Collection Cost,Number of Turbines in Partial String,,14.0,
foundation_validation_clipper25,Collection Cost,Number of Partial Strings,,1.0,
foundation_validation_clipper25,Collection Cost,Total number of strings full + partial,,3.0,
foundation_validation_clipper25,Collection Cost,Trench Length to Substation (km),,31.540659228538015,
foundation_validation_clipper25,Collection Cost,Cable Length to Substation (km),,31.540659228538015,
foundation_validation_clipper25,Collection Cost,Array cable length for cable  AWG 1/0,km,2.3040000000000003,
foundation_validation_clipper25,Collection Cost,Total cable length for cable  AWG 1/0,km,6.912000000000001,
foundation_validation_clipper25,Collection Cost,Total cable cost for cable  AWG 1/0,usd,136062.99212598428,
foundation_validation_clipper25,Collection Cost,Array cable length for cable  AWG 4/0,km,1.1520000000000001,
foundation_validation_clipper25,Collection Cost,Total cable length for cable  AWG 4/0,km,3.4560000000000004,
foundation_validation_clipper25,Collection Cost,Total cable cost for cable  AWG 4/0,usd,102047.2440944882,
foundation_validation_clipper25,Collection Cost,Array cable length for cable  MCM 500,km,1.92,
foundation_validation_clipper25,Collection Cost,Total cable length for cable  MCM 500,km,5.3759999999999994,
foundation_validation_clipper25,Collection Cost,Total cable cost for cable  MCM 500,usd,229291.33858267716,
foundation_validation_clipper25,Collection Cost,Array cable length for cable  MCM1000,km,1.92,
foundation_validation_clipper25,Collection Cost,Total cable length for cable  MCM1000,km,3.84,
foundation_validation_clipper25,Collection Cost,Total cable cost for cable  MCM1000,usd,201574.8031496063,
foundation_validation_clipper25,Collection Cost,Array cable length for cable  MCM1250,km,1.1520000000000001,
foundation_validation_clipper25,Collection Cost,Total cable length for cable  MCM1250,km,33.84465922853801,
foundation_validation_clipper25,Collection Cost,Total cable cost for cable  MCM1250,usd,1887661.4399118973,
foundation_validation_clipper25,Collection Cost,"Number of turbines per cable type in full strings [AWG 1/0  ,  AWG 4/0  ,  MCM 500  ,  MCM1000  ,  MCM1250]",,,"[7.0, 3.0, 5.0, 5.0, 3.0]"
foundation_validation_clipper25,Collection Cost,"Percent length of cable in partial string [AWG 1/0  ,  AWG 4/0  ,  MCM 500  ,  MCM1000  ,  MCM1250]",,,[1.  1.  0.8 0.  0. ]
foundation_validation_clipper25,Collection Cost,Labor type ID <--> Hourly rate USD per hour <--> Per diem USD per day <--> Operation <--> Crew type <--> Crew name <--> Number of workers <--> Per Diem Total <--> Hourly costs total <--> Crew total cost ,,,"0 <--> Project manager <--> 119.0 <--> 149 <--> (50% burden) https://www.salary.com/tools/salary-calculator/project-manager-sr-construction-hourly?type=base; plus 20% for demanding specs, rigid inspec-tions, unreliable suppliers. <--> M0 <--> Management <--> Management - project size <--> 1 <--> 13410.0 <--> 107100.0 <--> 120510.0"
foundation_validation_clipper25,Collection Cost,Labor type ID <--> Hourly rate USD per hour <--> Per diem USD per day <--> Operation <--> Crew type <--> Crew name <--> Number of workers <--> Per Diem Total <--> Hourly costs total <--> Crew total cost ,,,"1 <--> Site manager <--> 112.2 <--> 149 <--> (50% burden) https://www.salary.com/tools/salary-calculator/construction-manager-ii-hourly; plus 20% for demanding specs, rigid inspec-tions, unreliable suppliers. <--> M0 <--> Management <--> Management - project size <--> 1 <--> 13410.0 <--> 100980.0 <--> 114390.0"
foundation_validation_clipper25,Collection Cost,Labor type ID <--> Hourly rate USD per hour <--> Per diem USD per day <--> Operation <--> Crew type <--> Crew name <--> Number of workers <--> Per Diem Total <--> Hourly costs total <--> Crew total cost ,,,"2 <--> Construction manager <--> 112.2 <--> 149 <--> (50% burden) https://www.salary.com/tools/salary-calculator/construction-manager-ii-hourly; plus 20% for demanding specs, rigid inspec-tions, unreliable suppliers. <--> M0 <--> Management <--> Management - project size <--> 1 <--> 13410.0 <--> 100980.0 <--> 114390.0"
foundation_validation_clipper25,Collection Cost,Labor type ID <--> Hourly rate USD per hour <--> Per diem USD per day <--> Operation <--> Crew type <--> Crew name <--> Number of workers <--> Per Diem Total <--> Hourly costs total <--> Crew total cost ,,,"3 <--> Project engineer <--> 93.5 <--> 149 <--> (50% burden) https://www.salary.com/tools/salary-calculator/project-engineer-iii-construction-hourly; plus 20% for demanding specs, rigid inspec-tions, unreliable suppliers. <--> M0 <--> Management <--> Management - project size <--> 1 <--> 13410.0 <--> 84150.0 <--> 97560.0"
foundation_validation_clipper25,Collection Cost,Labor type ID <--> Hourly rate USD per hour <--> Per diem USD per day <--> Operation <--> Crew type <--> Crew name <--> Number of workers <--> Per Diem Total <--> Hourly costs total <--> Crew total cost ,,,"4 <--> Safety or qc manager <--> 106.11764705882352 <--> 149 <--> (70% burden) https://www.salary.com/tools/salary-calculator/construction-site-safety-manager-hourly; plus 35% for demanding specs, rigid inspec-tions, unreliable suppliers. <--> M0 <--> Management <--> Management - project size <--> 1 <--> 13410.0 <--> 95505.88235294116 <--> 108915.88235294116"
foundation_validation_clipper25,Collection Cost,Labor type ID <--> Hourly rate USD per hour <--> Per diem USD per day <--> Operation <--> Crew type <--> Crew name <--> Number of workers <--> Per Diem Total <--> Hourly costs total <--> Crew total cost ,,,"5 <--> Logistics manager <--> 99.9 <--> 149 <--> (50 % burden) https://www.salary.com/research/salary/benchmark/logistics-manager-hourly-wages; plus 35% for demanding specs, rigid inspec-tions, unreliable suppliers. <--> M0 <--> Management <--> Management - project size <--> 1 <--> 13410.0 <--> 89910.0 <--> 103320.0"
foundation_validation_clipper25,Collection Cost,Labor type ID <--> Hourly rate USD per hour <--> Per diem USD per day <--> Operation <--> Crew type <--> Crew name <--> Number of workers <--> Per Diem Total <--> Hourly costs total <--> Crew total cost ,,,"6 <--> Office admin <--> 44.56249999999999 <--> 149 <--> (35% burden) https://www.salary.com/tools/salary-calculator/administrative-assistant-ii-hourly ; 25% for work on a ladder or a scaffold, in a crawl space, in a congested area or remote from the material storage point; plus 20% for demanding specs, rigid inspec-tions, unreliable suppliers. <--> M0 <--> Management <--> Management - project size <--> 1 <--> 13410.0 <--> 40106.24999999999 <--> 53516.24999999999"
foundation_validation_clipper25,Collection Cost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,371128.14311807184,Equipment rental <--> Collection <--> 371129
foundation_validation_clipper25,Collection Cost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,1330074.344391055,Labor <--> Collection <--> 1330075
foundation_validation_clipper25,Collection Cost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,2556637.817864653,Materials <--> Collection <--> 2556638
foundation_validation_clipper25,Collection Cost,Type of Cost <--> Phase of Construction <--> Cost in USD ,,212892.01526868902,Mobilization <--> Collection <--> 212893
foundation_validation_clipper25,DevelopmentCost,Type of Cost - Phase of Construction - Cost in USD,,Development,Equipment rental - Development - 0
foundation_validation_clipper25,DevelopmentCost,Type of Cost - Phase of Construction - Cost in USD,,Development,Labor - Development - 150000
foundation_validation_clipper25,DevelopmentCost,Type of Cost - Phase of Construction - Cost in USD,,Development,Materials - Development - 0
foundation_validation_clipper25,DevelopmentCost,Type of Cost - Phase of Construction - Cost in USD,,Development,Mobilization - Development - 0
foundation_validation_clipper25,DevelopmentCost,Type of Cost - Phase of Construction - Cost in USD,,Development,Other - Development - 0
foundation_validation_clipper25,ErectionCost,_number_of_equip: Operation-Crane name-Boom system-Number of equipment,,2,Base-LB 258-Hydraulic-2
foundation_validation_clipper25,ErectionCost,_number_of_equip: Operation-Crane name-Boom system-Number of equipment,,2,Offload-LB 75-Hydraulic-2
foundation_validation_clipper25,ErectionCost,_number_of_equip: Operation-Crane name-Boom system-Number of equipment,,5,Top-LR1600/2-SL3F-5
foundation_validation_clipper25,ErectionCost,erection_selected_detailed_data: Operation-Crane name-Boom system-Operational construct days over time construct days,,1.0,Base-LB 258-Hydraulic-1.0
foundation_validation_clipper25,ErectionCost,erection_selected_detailed_data: Operation-Crane name-Boom system-Operational construct days over time construct days,,1.0,Offload-LB 75-Hydraulic-1.0
foundation_validation_clipper25,ErectionCost,erection_selected_detailed_data: Operation-Crane name-Boom system-Operational construct days over time construct days,,1.0,Top-LR1600/2-SL3F-1.0
foundation_validation_clipper25,ErectionCost,component_name_topvbase: Operation - Top or Base,,,Nacelle Clipper 2.5 - Top
foundation_validation_clipper25,ErectionCost,component_name_topvbase: Operation - Top or Base,,,Hub - Top
foundation_validation_clipper25,ErectionCost,component_name_topvbase: Operation - Top or Base,,,Blade 1 - Top
foundation_validation_clipper25,ErectionCost,component_name_topvbase: Operation - Top or Base,,,Blade 2 - Top
foundation_validation_clipper25,ErectionCost,component_name_topvbase: Operation - Top or Base,,,Blade 3 - Top
foundation_validation_clipper25,ErectionCost,component_name_topvbase: Operation - Top or Base,,,Tower section 1 - Base
foundation_validation_clipper25,ErectionCost,component_name_topvbase: Operation - Top or Base,,,Tower section 2 - Base
foundation_validation_clipper25,ErectionCost,component_name_topvbase: Operation - Top or Base,,,Tower section 3 - Top
foundation_validation_clipper25,ErectionCost,component_name_topvbase: Operation - Top or Base,,,Tower section 4 - Top
foundation_validation_clipper25,ErectionCost,crane_choice: Crew name - Boom system - Operation,,,LB 258 - Hydraulic - Base
foundation_validation_clipper25,ErectionCost,crane_choice: Crew name - Boom system - Operation,,,LB 75 - Hydraulic - Offload
foundation_validation_clipper25,ErectionCost,crane_choice: Crew name - Boom system - Operation,,,LR1600/2 - SL3F - Top
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,41213.41883294712,LB 258-Hydraulic-Base - Equipment rental cost USD - 41213.41883294712
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,17725.563767713254,LB 75-Hydraulic-Offload - Equipment rental cost USD - 17725.563767713254
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,507637.78916569124,LR1600/2-SL3F-Top - Equipment rental cost USD - 507637.78916569124
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,1344.0,LB 258-Hydraulic-Base - Fuel cost USD - 1344.0
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,1716.0,LB 75-Hydraulic-Offload - Fuel cost USD - 1716.0
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,15210.0,LR1600/2-SL3F-Top - Fuel cost USD - 15210.0
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,146074.07894801768,LB 258-Hydraulic-Base - Labor cost USD without management - 146074.07894801768
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,268002.38268639066,LB 75-Hydraulic-Offload - Labor cost USD without management - 268002.38268639066
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,1174974.859167296,LR1600/2-SL3F-Top - Labor cost USD without management - 1174974.859167296
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,81220.0,LB 258-Hydraulic-Base - Mobilization cost USD - 81220.0
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,32160.0,LB 75-Hydraulic-Offload - Mobilization cost USD - 32160.0
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,498354.0,LR1600/2-SL3F-Top - Mobilization cost USD - 498354.0
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,125214.07894801768,LB 258-Hydraulic-Base - Subtotal for hourly labor (non-management) USD - 125214.07894801768
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,229262.38268639066,LB 75-Hydraulic-Offload - Subtotal for hourly labor (non-management) USD - 229262.38268639066
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,1012266.8591672961,LR1600/2-SL3F-Top - Subtotal for hourly labor (non-management) USD - 1012266.8591672961
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,20860.0,LB 258-Hydraulic-Base - Subtotal for per diem labor (non-management) USD - 20860.0
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,38740.0,LB 75-Hydraulic-Offload - Subtotal for per diem labor (non-management) USD - 38740.0
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,162708.0,LR1600/2-SL3F-Top - Subtotal for per diem labor (non-management) USD - 162708.0
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,269851.4977809648,LB 258-Hydraulic-Base - Total cost USD - 269851.4977809648
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,319603.9464541039,LB 75-Hydraulic-Offload - Total cost USD - 319603.9464541039
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,2196176.648332987,LR1600/2-SL3F-Top - Total cost USD - 2196176.648332987
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,121.576,LB 258-Hydraulic-Base - Operation time all turbines hrs - 121.576
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,126.576,LB 75-Hydraulic-Offload - Operation time all turbines hrs - 126.576
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,492.02,LR1600/2-SL3F-Top - Operation time all turbines hrs - 492.02
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,138.30006319780912,LB 258-Hydraulic-Base - Total time per op with weather - 138.30006319780912
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,126.61116976938038,LB 75-Hydraulic-Offload - Total time per op with weather - 126.61116976938038
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,777.3932452767094,LR1600/2-SL3F-Top - Total time per op with weather - 777.3932452767094
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,1.137560564567095,LB 258-Hydraulic-Base - Wind multiplier - 1.137560564567095
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,1.000277854959711,LB 75-Hydraulic-Offload - Wind multiplier - 1.000277854959711
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,1.5800033439224208,LR1600/2-SL3F-Top - Wind multiplier - 1.5800033439224208
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,12.157599999999999,LB 258-Hydraulic-Base - Operational construct days - 12.157599999999999
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,12.657599999999999,LB 75-Hydraulic-Offload - Operational construct days - 12.657599999999999
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,49.202,LR1600/2-SL3F-Top - Operational construct days - 49.202
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,12.157599999999999,LB 258-Hydraulic-Base - Time construct days - 12.157599999999999
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,45.0,LB 75-Hydraulic-Offload - Time construct days - 45.0
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,49.202,LR1600/2-SL3F-Top - Time construct days - 49.202
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,2.305001053296819,LB 258-Hydraulic-Base - Total time per turbine - 2.305001053296819
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,2.1101861628230063,LB 75-Hydraulic-Offload - Total time per turbine - 2.1101861628230063
foundation_validation_clipper25,ErectionCost,crane_data_output: crane_boom_operation_concat - variable - value,,12.956554087945158,LR1600/2-SL3F-Top - Total time per turbine - 12.956554087945158
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,41213.41883294712,LB 258-Hydraulic-Base - Equipment rental cost USD - 41213.41883294712
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,17725.563767713254,LB 75-Hydraulic-Offload - Equipment rental cost USD - 17725.563767713254
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,507637.78916569124,LR1600/2-SL3F-Top - Equipment rental cost USD - 507637.78916569124
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,1344.0,LB 258-Hydraulic-Base - Fuel cost USD - 1344.0
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,1716.0,LB 75-Hydraulic-Offload - Fuel cost USD - 1716.0
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,15210.0,LR1600/2-SL3F-Top - Fuel cost USD - 15210.0
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,146074.07894801768,LB 258-Hydraulic-Base - Labor cost USD without management - 146074.07894801768
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,268002.38268639066,LB 75-Hydraulic-Offload - Labor cost USD without management - 268002.38268639066
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,1174974.859167296,LR1600/2-SL3F-Top - Labor cost USD without management - 1174974.859167296
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,81220.0,LB 258-Hydraulic-Base - Mobilization cost USD - 81220.0
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,32160.0,LB 75-Hydraulic-Offload - Mobilization cost USD - 32160.0
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,498354.0,LR1600/2-SL3F-Top - Mobilization cost USD - 498354.0
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,269851.4977809648,LB 258-Hydraulic-Base - Total cost USD - 269851.4977809648
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,319603.9464541039,LB 75-Hydraulic-Offload - Total cost USD - 319603.9464541039
foundation_validation_clipper25,ErectionCost,crane_cost_details: Operation ID - Type of cost - Cost,,2196176.648332987,LR1600/2-SL3F-Top - Total cost USD - 2196176.648332987
foundation_validation_clipper25,ErectionCost,total_erection_cost: Phase of construction - Type of cost - Cost USD,,566576.7717663517,Erection - Equipment rental - 566576.7717663517
foundation_validation_clipper25,ErectionCost,total_erection_cost: Phase of construction - Type of cost - Cost USD,,18270.0,Erection - Fuel - 18270.0
foundation_validation_clipper25,ErectionCost,total_erection_cost: Phase of construction - Type of cost - Cost USD,,3248247.9046683707,Erection - Labor - 3248247.9046683707
foundation_validation_clipper25,ErectionCost,total_erection_cost: Phase of construction - Type of cost - Cost USD,,611734.0,Erection - Mobilization - 611734.0
foundation_validation_clipper25,ErectionCost,total_erection_cost: Phase of construction - Type of cost - Cost USD,,0.0,Erection - Other - 0.0
